run,t_stat,p_value,cohens_d,fixed_mean_ns,varied_mean_ns,fixed_std_ns,varied_std_ns,significant,negligible
2064,0.727659,0.46683273,0.010291,295115.85,295097.20,2189.25,1335.03,no,yes
2065,-0.452995,0.65055756,-0.006406,294847.01,294867.90,3305.23,3213.57,no,yes
2066,-0.019740,0.98425091,-0.000279,301056.51,301056.95,1628.97,1481.81,no,yes
2067,-1.109315,0.26730857,-0.015688,294972.53,295021.26,2651.35,3503.31,no,yes
2068,0.348936,0.72714114,0.004935,297866.67,297861.70,1117.26,882.97,no,yes
2069,-0.556458,0.57790391,-0.007870,295149.78,295163.08,1626.86,1752.44,no,yes
2070,-0.080520,0.93582446,-0.001139,295165.55,295170.84,4559.97,4718.52,no,yes
2071,-1.311619,0.18966457,-0.018549,295038.48,295061.03,1071.22,1344.28,no,yes
2072,-1.117755,0.26368534,-0.015807,294815.93,294832.59,982.37,1120.87,no,yes
2073,1.053069,0.29232208,0.014893,294791.39,294777.28,936.03,958.72,no,yes
2074,-0.120440,0.90413553,-0.001703,294964.50,294975.10,6191.89,6246.20,no,yes
2075,0.525398,0.59931243,0.007430,295102.27,295090.89,1651.65,1399.28,no,yes
2076,0.550380,0.58206488,0.007784,294851.25,294844.24,964.06,834.24,no,yes
2077,0.032193,0.97431851,0.000455,294872.01,294871.26,1692.32,1587.53,no,yes
2078,0.283735,0.77661604,0.004013,295111.31,295085.20,6651.26,6357.91,no,yes
2079,0.420510,0.67411765,0.005947,295031.66,295025.95,1007.23,910.73,no,yes
2080,-0.516500,0.60551116,-0.007304,301215.65,301222.80,920.02,1035.19,no,yes
2081,-0.252771,0.80044805,-0.003575,294730.08,294733.68,1045.24,967.92,no,yes
2082,-0.634324,0.52587684,-0.008971,295234.35,295249.93,1556.54,1898.77,no,yes
2083,0.322819,0.74683539,0.004565,295003.40,294982.23,4787.43,4478.32,no,yes
2084,-0.704398,0.48119381,-0.009962,294848.88,294865.65,1488.09,1858.75,no,yes
2085,-1.418708,0.15600156,-0.020064,295098.20,295118.54,818.70,1176.13,no,yes
2086,-0.504979,0.61357946,-0.007141,295134.40,295153.31,2576.47,2716.55,no,yes
2087,-0.527695,0.59771723,-0.007463,304876.14,304885.40,1191.43,1287.99,no,yes
2088,-0.131341,0.89550672,-0.001857,295058.45,295064.14,3426.33,2641.66,no,yes
2089,0.839206,0.40136395,0.011868,295096.92,295084.91,1038.32,984.46,no,yes
2090,-1.243987,0.21351992,-0.017593,295047.31,295065.32,877.25,1151.90,no,yes
2091,-0.481046,0.63048897,-0.006803,294921.99,294934.30,1665.34,1943.09,no,yes
2092,-0.608402,0.54292989,-0.008604,295125.84,295142.65,1311.24,2432.71,no,yes
2093,-0.242824,0.80814407,-0.003434,295244.29,295258.90,4233.83,4277.63,no,yes
2094,0.724230,0.46893291,0.010242,295148.68,295136.85,1181.17,1128.99,no,yes
2095,-0.032315,0.97422127,-0.000457,295050.77,295053.62,6197.35,6292.41,no,yes
2096,0.322562,0.74703033,0.004562,295040.73,295036.66,946.78,834.35,no,yes
2097,-0.785055,0.43243111,-0.011102,294830.04,294839.95,822.76,956.87,no,yes
2098,-0.188754,0.85028732,-0.002669,294912.00,294917.52,2063.81,2070.46,no,yes
2099,-0.204753,0.83776683,-0.002896,294984.91,295003.01,6251.79,6252.68,no,yes
2100,0.803010,0.42197996,0.011356,294885.68,294867.90,1866.44,1190.52,no,yes
2101,1.209499,0.22648569,0.017105,294833.67,294818.53,926.65,841.81,no,yes
2102,0.686763,0.49224010,0.009712,294759.82,294740.39,2176.77,1807.21,no,yes
2103,-0.700744,0.48347064,-0.009910,303860.55,303870.05,968.25,948.70,no,yes
2104,1.323450,0.18570903,0.018716,295068.14,295033.61,2425.62,960.13,no,yes
2105,0.942384,0.34600753,0.013327,295150.88,295132.72,1434.41,1286.74,no,yes
2106,0.186011,0.85243836,0.002631,295049.95,295047.10,1087.24,1082.31,no,yes
2107,-0.277448,0.78143934,-0.003924,295118.82,295125.80,1678.07,1876.27,no,yes
2108,-0.304249,0.76094142,-0.004303,295094.34,295099.82,1270.32,1276.98,no,yes
2109,0.607160,0.54375298,0.008587,294925.35,294905.65,2733.97,1747.14,no,yes
2110,0.693165,0.48821534,0.009803,294860.72,294842.87,2182.27,1367.40,no,yes
2111,0.230231,0.81791466,0.003256,295059.32,295053.44,2035.04,1541.05,no,yes
2112,-0.373934,0.70845735,-0.005288,310528.28,310565.80,7130.70,7058.45,no,yes
2113,0.179570,0.85749201,0.002540,308847.63,308841.23,2662.46,2369.20,no,yes
2114,0.261699,0.79355631,0.003701,294837.98,294826.30,3413.90,2874.93,no,yes
2115,0.158453,0.87410182,0.002241,294931.54,294927.56,2166.28,1270.96,no,yes
2116,-0.135071,0.89255722,-0.001910,303784.81,303786.56,885.00,951.21,no,yes
2117,-1.675083,0.09393438,-0.023689,305515.96,305536.71,772.87,968.54,no,yes
2118,0.042805,0.96585707,0.000605,294855.31,294854.71,917.91,1036.35,no,yes
2119,-0.054785,0.95631017,-0.000775,295146.38,295148.04,2180.56,2099.63,no,yes
2120,-0.934907,0.34985006,-0.013222,294878.83,294910.23,1737.56,2874.13,no,yes
2121,0.538227,0.59042680,0.007612,294843.82,294836.88,1003.82,809.35,no,yes
2122,-0.267303,0.78923883,-0.003780,294949.23,294953.07,1035.94,991.49,no,yes
2123,0.293645,0.76903237,0.004153,294771.83,294767.82,1008.51,917.91,no,yes
2124,-0.062329,0.95030146,-0.000881,294961.59,294963.08,1847.54,1525.57,no,yes
2125,-0.559004,0.57616520,-0.007906,294852.67,294860.26,913.24,1006.04,no,yes
2126,-0.704348,0.48122404,-0.009961,294947.45,294957.09,922.18,1012.78,no,yes
2127,-0.360475,0.71849629,-0.005098,294913.81,294922.21,1325.85,1916.31,no,yes
2128,-2.078974,0.03764030,-0.029401,294995.22,295064.28,1093.13,3136.96,yes,yes
2129,0.712495,0.47616666,0.010076,294898.77,294878.76,2154.85,1799.19,no,yes
2130,-0.713740,0.47539654,-0.010094,294753.04,294766.21,1183.05,1415.28,no,yes
2131,0.294015,0.76874950,0.004158,294952.05,294941.68,2565.42,2422.43,no,yes
2132,0.647800,0.51712196,0.009161,294930.49,294920.94,1104.20,976.14,no,yes
2133,0.267566,0.78903635,0.003784,301007.89,300980.07,7707.15,6980.13,no,yes
2134,0.173715,0.86209128,0.002457,295111.33,295108.59,1152.91,1073.96,no,yes
2135,-1.737914,0.08224561,-0.024578,294993.92,295042.19,1355.66,2423.92,no,yes
2136,-0.623808,0.53276060,-0.008822,295034.19,295042.10,902.26,891.34,no,yes
2137,0.755310,0.45007224,0.010682,294896.55,294887.52,876.14,812.78,no,yes
2138,1.325292,0.18508951,0.018742,294882.78,294862.15,1162.83,1034.85,no,yes
2139,0.355428,0.72227257,0.005027,295095.66,295090.65,1002.98,992.05,no,yes
2140,0.041407,0.96697160,0.000586,295084.28,295082.72,3047.14,2213.07,no,yes
2141,0.580324,0.56170286,0.008207,294996.06,294969.36,3655.30,2794.66,no,yes
2142,-0.562923,0.57349385,-0.007961,295037.26,295044.58,883.54,954.28,no,yes
2143,-0.471678,0.63716192,-0.006671,294855.14,294862.37,1072.55,1095.34,no,yes
2144,-0.188472,0.85050881,-0.002665,295039.30,295041.87,945.91,977.45,no,yes
2145,0.038956,0.96892603,0.000551,342565.19,342538.27,48994.44,48730.45,no,yes
2146,0.405764,0.68492027,0.005738,294857.40,294850.15,1274.89,1250.59,no,yes
2147,0.327145,0.74356137,0.004627,295031.19,295023.00,1819.65,1722.22,no,yes
2148,0.154719,0.87704498,0.002188,295030.07,295026.98,1807.24,858.80,no,yes
2149,-0.210814,0.83303442,-0.002981,295023.81,295030.88,2237.16,2499.27,no,yes
2150,-0.944501,0.34492637,-0.013357,312232.05,312260.04,1741.67,2398.80,no,yes
2151,0.063704,0.94920639,0.000901,294984.45,294983.53,992.32,1048.83,no,yes
2152,-0.525813,0.59902427,-0.007436,295025.68,295042.69,2236.10,2336.74,no,yes
2153,-0.244955,0.80649346,-0.003464,295052.58,295056.31,1106.61,1046.12,no,yes
2154,0.147363,0.88284734,0.002084,294893.60,294888.99,2162.77,2260.10,no,yes
2155,0.055207,0.95597433,0.000781,294833.64,294832.30,1341.51,2022.39,no,yes
2156,-0.400652,0.68868051,-0.005666,295102.14,295114.46,2155.46,2195.55,no,yes
2157,0.736069,0.46169780,0.010410,295099.52,295082.80,1823.59,1354.68,no,yes
2158,-0.375633,0.70719379,-0.005312,305205.15,305210.14,896.01,984.07,no,yes
2159,-0.089987,0.92829839,-0.001273,294977.08,294979.34,2176.91,1242.80,no,yes
2160,0.827555,0.40793250,0.011703,295075.15,295063.39,1083.27,918.43,no,yes
2161,0.384697,0.70046590,0.005440,295093.51,295081.09,2463.78,2085.12,no,yes
2162,-0.440511,0.65957219,-0.006230,295060.28,295066.42,950.11,1017.88,no,yes
2163,0.148791,0.88172004,0.002104,295177.95,295176.10,907.56,851.14,no,yes
2164,-1.399452,0.16169339,-0.019791,295141.22,295163.11,1031.05,1176.76,no,yes
2165,-0.203394,0.83882929,-0.002876,294899.04,294904.45,1540.34,2168.10,no,yes
2166,-0.649284,0.51616261,-0.009182,294993.14,295008.29,1557.60,1738.13,no,yes
2167,-0.194349,0.84590475,-0.002749,294927.86,294934.31,2133.17,2544.42,no,yes
2168,-1.071559,0.28393145,-0.015154,294778.77,294793.02,887.22,990.21,no,yes
2169,-0.746750,0.45522344,-0.010561,294871.92,294883.85,1028.13,1222.71,no,yes
2170,0.067364,0.94629246,0.000953,294877.73,294876.47,1593.25,990.83,no,yes
2171,0.404024,0.68619939,0.005714,294834.22,294828.29,1034.78,1040.62,no,yes
2172,-0.970857,0.33163155,-0.013730,295069.63,295083.62,959.93,1075.59,no,yes
2173,0.581934,0.56061757,0.008230,294844.23,294835.43,1044.84,1091.56,no,yes
2174,-0.366421,0.71405501,-0.005182,294851.19,294856.10,927.59,966.01,no,yes
2175,-0.545528,0.58539649,-0.007715,294921.12,294952.90,3868.83,4356.83,no,yes
2176,-0.224281,0.82254062,-0.003172,294815.81,294819.18,1079.96,1044.78,no,yes
2177,0.581207,0.56110844,0.008220,303962.28,303929.07,4618.40,3364.40,no,yes
2178,-0.000762,0.99939235,-0.000011,295053.18,295053.20,2069.21,2376.79,no,yes
2179,1.250696,0.21106156,0.017688,295000.28,294984.05,1060.42,748.28,no,yes
2180,0.589947,0.55523316,0.008343,295024.53,295016.99,975.61,825.88,no,yes
2181,-0.203859,0.83846615,-0.002883,295222.05,295225.41,1086.10,1242.74,no,yes
2182,-0.167429,0.86703419,-0.002368,294795.65,294800.01,1644.14,2018.27,no,yes
2183,-0.300072,0.76412560,-0.004244,295058.75,295066.98,1836.80,2036.91,no,yes
2184,0.041297,0.96705940,0.000584,294766.75,294766.15,959.40,1071.64,no,yes
2185,0.436122,0.66275268,0.006168,295075.10,295069.22,1018.34,883.39,no,yes
2186,-0.292686,0.76976543,-0.004139,294859.41,294863.79,946.10,1157.39,no,yes
2187,0.642585,0.52050079,0.009088,295030.93,295015.39,1847.94,1559.00,no,yes
2188,-0.558036,0.57682609,-0.007892,295184.21,295198.03,1663.58,1835.40,no,yes
2189,0.367941,0.71292151,0.005203,295119.67,295114.79,1005.36,868.35,no,yes
2190,0.077453,0.93826386,0.001095,294794.30,294793.20,1025.84,981.61,no,yes
2191,-1.105726,0.26885845,-0.015637,294932.42,294959.45,1689.51,1767.24,no,yes
2192,0.015521,0.98761633,0.000220,295334.89,295333.27,7611.95,7093.75,no,yes
2193,-0.136237,0.89163560,-0.001927,295087.22,295088.92,865.26,900.84,no,yes
2194,0.038019,0.96967274,0.000538,294928.74,294928.14,1046.48,1168.95,no,yes
2195,-0.322253,0.74726417,-0.004557,294853.95,294864.03,2271.45,2149.67,no,yes
2196,-0.137925,0.89030079,-0.001951,295330.82,295343.07,6206.24,6354.42,no,yes
2197,-0.573910,0.56603566,-0.008116,294962.87,294977.74,1569.78,2061.70,no,yes
2198,-0.328305,0.74268430,-0.004643,294800.23,294804.93,952.16,1066.67,no,yes
2199,0.067715,0.94601288,0.000958,295038.01,295036.25,1728.15,1930.08,no,yes
2200,-0.564341,0.57252885,-0.007981,294820.52,294838.87,2140.79,2445.57,no,yes
2201,0.047597,0.96203824,0.000673,294983.59,294982.44,1578.41,1817.63,no,yes
2202,1.250513,0.21113046,0.017685,294861.12,294823.41,2601.83,1524.51,no,yes
2203,0.022174,0.98230902,0.000314,294789.86,294789.55,996.36,970.34,no,yes
2204,-1.053502,0.29212787,-0.014899,294869.41,294893.71,1083.79,2035.29,no,yes
2205,-0.765239,0.44413829,-0.010822,294980.85,294990.93,914.00,948.86,no,yes
2206,0.357097,0.72102288,0.005050,295049.16,295044.18,928.09,1042.53,no,yes
2207,1.265624,0.20566597,0.017899,295001.48,294977.80,1611.65,950.77,no,yes
2208,0.021470,0.98287118,0.000304,294921.88,294921.22,2207.11,2127.74,no,yes
2209,-0.068632,0.94528293,-0.000971,393185.83,393186.83,1027.64,1031.89,no,yes
2210,0.188510,0.85047874,0.002666,295194.38,295187.86,2594.59,2283.55,no,yes
2211,-0.565354,0.57184119,-0.007995,294796.48,294811.36,1287.35,2294.85,no,yes
2212,-0.462565,0.64368090,-0.006542,294791.32,294798.76,1105.91,1168.67,no,yes
2213,-0.472903,0.63628770,-0.006688,295123.63,295170.95,6603.64,7518.35,no,yes
2214,0.169366,0.86551080,0.002395,295006.70,295004.55,819.60,970.87,no,yes
2215,-1.509447,0.13120062,-0.021347,295057.88,295078.67,903.41,1039.38,no,yes
2216,-0.323475,0.74633924,-0.004575,294903.41,294914.07,2249.41,2410.53,no,yes
2217,0.066273,0.94716102,0.000937,295245.43,295241.31,4691.04,4090.88,no,yes
2218,1.621002,0.10503360,0.022924,302692.44,302669.92,1072.51,882.39,no,yes
2219,0.217863,0.82753835,0.003081,296141.11,296138.16,910.63,1001.44,no,yes
2220,-0.539626,0.58946100,-0.007631,294971.13,294978.41,877.55,1024.76,no,yes
2221,0.503899,0.61433793,0.007126,294819.56,294812.65,1006.15,933.82,no,yes
2222,0.883777,0.37683218,0.012498,307493.49,307470.01,2425.22,1083.72,no,yes
2223,-0.452485,0.65092427,-0.006399,295095.73,295109.10,2188.63,1985.42,no,yes
2224,0.047096,0.96243701,0.000666,294790.87,294789.34,2518.26,2047.32,no,yes
2225,-1.121450,0.26211035,-0.015860,294901.54,294928.69,1548.34,1860.74,no,yes
2226,-0.010435,0.99167421,-0.000148,294971.74,294972.09,1918.42,2666.68,no,yes
2227,0.107924,0.91405691,0.001526,294787.02,294785.21,1221.44,1142.20,no,yes
2228,0.249812,0.80273535,0.003533,295124.03,295116.06,2283.12,2227.83,no,yes
2229,1.598461,0.10995863,0.022606,294939.67,294899.84,2076.18,1377.62,no,yes
2230,-0.779703,0.43557707,-0.011027,294932.77,294949.48,1119.90,1826.57,no,yes
2231,0.041258,0.96709043,0.000583,295086.28,295085.13,1983.38,1969.77,no,yes
2232,-0.051313,0.95907686,-0.000726,294731.72,294732.50,1083.60,1064.12,no,yes
2233,0.380269,0.70375040,0.005378,294726.62,294715.66,2341.01,1677.28,no,yes
2234,-0.118690,0.90552183,-0.001679,295186.62,295199.50,7512.56,7828.16,no,yes
2235,-0.982798,0.32571937,-0.013899,295038.02,295063.31,1631.68,1989.85,no,yes
2236,-0.034354,0.97259493,-0.000486,295099.97,295100.80,1924.72,1456.45,no,yes
2237,-0.196361,0.84432937,-0.002777,294873.59,294882.35,3236.11,3072.32,no,yes
2238,-0.088431,0.92953501,-0.001251,295151.65,295152.86,924.67,1011.03,no,yes
2239,0.494814,0.62073810,0.006998,295082.47,295069.42,2311.65,1268.35,no,yes
2240,-0.443996,0.65705011,-0.006279,294736.01,294750.75,2371.78,2322.69,no,yes
2241,-0.777243,0.43702731,-0.010992,294729.28,294747.53,1138.31,2053.77,no,yes
2242,0.557394,0.57726479,0.007883,295011.80,295004.72,949.56,842.68,no,yes
2243,-0.250647,0.80208968,-0.003545,294848.14,294854.25,1814.36,1627.06,no,yes
2244,-0.184323,0.85376208,-0.002607,294747.55,294753.24,1961.60,2383.18,no,yes
2245,-0.610406,0.54160058,-0.008632,294820.18,294834.94,1417.29,1958.15,no,yes
2246,-0.056512,0.95493465,-0.000799,295344.77,295353.80,11279.73,11323.64,no,yes
2247,-0.681789,0.49538028,-0.009642,295075.67,295097.43,2034.02,2460.30,no,yes
2248,-0.459105,0.64616399,-0.006493,294833.83,294847.21,1847.22,2255.05,no,yes
2249,0.020457,0.98367876,0.000289,294894.52,294893.83,2655.23,2063.22,no,yes
2250,-0.086229,0.93128501,-0.001219,301189.55,301192.01,2329.64,1637.82,no,yes
2251,0.247149,0.80479554,0.003495,294810.93,294802.73,2566.35,2100.20,no,yes
2252,0.540287,0.58900548,0.007641,294869.64,294855.08,1931.73,1877.85,no,yes
2253,-0.269257,0.78773458,-0.003808,294923.83,294938.38,3278.68,4298.80,no,yes
2254,0.596814,0.55063958,0.008440,294855.81,294839.02,2387.51,1486.53,no,yes
2255,0.846813,0.39711183,0.011976,295134.88,295108.31,2696.85,1604.20,no,yes
2256,-0.850576,0.39501494,-0.012029,294868.53,294881.43,1032.53,1109.54,no,yes
2257,-1.200168,0.23008904,-0.016973,294835.51,294851.62,839.17,1047.26,no,yes
2258,0.607733,0.54337141,0.008595,305183.06,305160.14,2739.80,2591.17,no,yes
2259,-1.289703,0.19717357,-0.018239,294970.66,295010.86,1430.88,2768.81,no,yes
2260,-0.529466,0.59648810,-0.007488,302489.21,302496.47,891.35,1040.36,no,yes
2261,-0.179431,0.85760090,-0.002538,294978.77,294981.72,1270.89,1043.08,no,yes
2262,-0.232250,0.81634605,-0.003285,294904.38,294911.68,2010.33,2418.55,no,yes
2263,-1.597045,0.11027728,-0.022586,295159.30,295211.72,1450.39,2944.18,no,yes
2264,0.590797,0.55466349,0.008355,294909.65,294899.02,1397.02,1134.13,no,yes
2265,0.001845,0.99852758,0.000026,294876.27,294876.24,1013.04,915.66,no,yes
2266,0.051948,0.95857074,0.000735,294742.66,294741.81,1182.58,1141.97,no,yes
2267,-1.121889,0.26192445,-0.015866,295115.48,295144.47,1510.49,2096.73,no,yes
2268,-0.316463,0.75165472,-0.004475,294945.59,294953.08,1602.41,1741.83,no,yes
2269,-0.364343,0.71560616,-0.005153,295032.89,295037.60,804.78,1013.12,no,yes
2270,-1.190309,0.23393922,-0.016834,294943.09,294959.19,890.32,1017.47,no,yes
2271,0.097438,0.92237958,0.001378,294889.82,294885.36,3286.69,3180.16,no,yes
2272,-0.432622,0.66529428,-0.006118,295001.73,295041.32,6370.07,6570.40,no,yes
2273,0.095597,0.92384134,0.001352,294858.54,294857.38,900.53,819.05,no,yes
2274,-0.414068,0.67882925,-0.005856,295172.97,295194.03,3152.22,3990.50,no,yes
2275,0.262342,0.79306056,0.003710,295252.30,295247.93,1200.67,1157.54,no,yes
2276,0.221151,0.82497711,0.003128,295023.90,295020.43,1140.16,1081.58,no,yes
2277,-0.341840,0.73247457,-0.004834,294829.71,294833.99,920.73,848.84,no,yes
2278,-1.709414,0.08739017,-0.024175,295040.56,295066.11,980.57,1128.24,no,yes
2279,-0.243034,0.80798163,-0.003437,294866.61,294871.86,1349.87,1686.45,no,yes
2280,-0.066594,0.94690538,-0.000942,295132.74,295134.82,2085.69,2314.47,no,yes
2281,0.188630,0.85038477,0.002668,295109.86,295107.33,939.83,953.93,no,yes
2282,-0.596908,0.55057548,-0.008442,294840.20,294847.42,887.16,821.89,no,yes
2283,0.045003,0.96410548,0.000636,294875.83,294875.15,1037.88,1124.62,no,yes
2284,-0.580362,0.56167700,-0.008208,295142.66,295161.08,2003.27,2461.48,no,yes
2285,-0.186617,0.85196300,-0.002639,295384.25,295386.54,866.14,872.05,no,yes
2286,-0.126151,0.89961406,-0.001784,294891.43,294894.52,1632.58,1826.06,no,yes
2287,-0.112702,0.91026774,-0.001594,294852.17,294855.75,2574.83,1859.01,no,yes
2288,0.311216,0.75563940,0.004401,294957.52,294950.21,1758.93,1555.28,no,yes
2289,-1.614053,0.10653258,-0.022826,294970.79,295001.51,1180.82,1492.95,no,yes
2290,0.703319,0.48186534,0.009946,295120.80,295108.62,1346.86,1090.82,no,yes
2291,-0.159066,0.87361874,-0.002250,295180.38,295188.95,3492.71,4101.09,no,yes
2292,0.513281,0.60776048,0.007259,295071.79,295064.66,984.21,980.14,no,yes
2293,-0.335207,0.73747277,-0.004741,295120.77,295154.23,6830.31,7279.67,no,yes
2294,-0.477817,0.63278580,-0.006757,303834.90,303850.63,2497.84,2146.13,no,yes
2295,0.163722,0.86995156,0.002315,294787.95,294783.95,1840.47,1611.13,no,yes
2296,0.511803,0.60879489,0.007238,294847.03,294828.44,2597.01,2539.32,no,yes
2297,-0.317080,0.75118644,-0.004484,295033.10,295037.94,1029.23,1126.04,no,yes
2298,0.302868,0.76199346,0.004283,295074.24,295069.92,1064.60,949.88,no,yes
2299,0.314115,0.75343694,0.004442,294800.74,294792.52,1590.15,2079.77,no,yes
2300,0.341146,0.73299702,0.004825,294815.46,294810.21,1188.55,977.11,no,yes
2301,0.522487,0.60133838,0.007389,294937.82,294921.15,2777.98,1569.29,no,yes
2302,0.040428,0.96775247,0.000572,295105.70,295105.12,1044.51,1002.15,no,yes
2303,-0.773103,0.43947066,-0.010933,294959.00,294968.76,826.42,953.62,no,yes
2304,0.188201,0.85072107,0.002662,295454.72,295451.68,1116.08,1162.78,no,yes
2305,1.095225,0.27343222,0.015489,297848.36,297827.44,1531.63,1142.53,no,yes
2306,0.391162,0.69568212,0.005532,294991.28,294978.64,2651.46,1847.97,no,yes
2307,0.546796,0.58452529,0.007733,363895.67,363887.19,1135.32,1055.32,no,yes
2308,-0.626217,0.53117975,-0.008856,295117.74,295126.13,916.64,976.92,no,yes
2309,-0.945537,0.34440029,-0.013372,300653.97,300674.81,1010.03,1959.40,no,yes
2310,0.269014,0.78792167,0.003804,294907.48,294900.26,1892.23,1905.84,no,yes
2311,-0.635726,0.52496228,-0.008991,295100.56,295109.55,928.23,1066.80,no,yes
2312,-0.009499,0.99242100,-0.000134,295008.28,295008.84,4401.71,4014.39,no,yes
2313,-1.035257,0.30056146,-0.014641,294995.46,295026.97,2161.40,2142.80,no,yes
2314,-0.217207,0.82804945,-0.003072,294963.39,294982.71,6236.41,6340.87,no,yes
2315,0.427997,0.66865759,0.006053,294950.42,294938.89,1959.49,1848.03,no,yes
2316,1.294817,0.19539824,0.018311,294956.08,294934.42,1170.06,1195.38,no,yes
2317,-0.020862,0.98335615,-0.000295,294992.14,294992.44,973.43,1016.41,no,yes
2318,-0.631467,0.52774397,-0.008930,295260.17,295283.25,1827.41,3166.43,no,yes
2319,0.266581,0.78979475,0.003770,294846.12,294837.40,2410.46,2207.72,no,yes
2320,-0.865222,0.38692756,-0.012236,310318.32,310330.43,937.06,1038.66,no,yes
2321,-0.395375,0.69257049,-0.005591,295111.29,295119.91,1454.76,1621.34,no,yes
2322,-0.590564,0.55481937,-0.008352,295100.52,295109.18,1000.00,1071.97,no,yes
2323,-0.418176,0.67582288,-0.005914,295148.18,295157.67,1551.27,1655.77,no,yes
2324,-0.325856,0.74453665,-0.004608,295071.49,295081.43,2352.16,1939.53,no,yes
2325,-0.198028,0.84302530,-0.002801,295020.84,295023.28,878.40,868.88,no,yes
2326,-0.199297,0.84203297,-0.002818,294844.65,294850.60,2439.19,1725.15,no,yes
2327,-0.615403,0.53829592,-0.008703,295079.84,295088.31,935.87,1008.67,no,yes
2328,0.149547,0.88112397,0.002115,294900.76,294895.68,2600.48,2185.98,no,yes
2329,0.346444,0.72901283,0.004899,296086.93,296082.82,850.83,824.95,no,yes
2330,0.388234,0.69784709,0.005490,295286.43,295270.32,2956.11,2910.44,no,yes
2331,1.068594,0.28526548,0.015112,294912.41,294896.99,1056.22,983.64,no,yes
