run,t_stat,p_value,cohens_d,fixed_mean_ns,random_mean_ns,fixed_std_ns,random_std_ns,significant,negligible
1417,2.540565,0.01108109,0.035929,293599.51,293470.78,4956.09,1054.24,yes,yes
1418,-0.164472,0.86936120,-0.002326,293477.33,293483.88,2554.54,3058.11,no,yes
1419,0.928590,0.35311317,0.013132,293450.59,293421.55,2425.41,1973.99,no,yes
1420,1.934869,0.05302144,0.027363,293389.06,293355.04,1400.26,1063.29,no,yes
1421,-0.094943,0.92436087,-0.001343,293599.56,293601.25,1254.09,1255.33,no,yes
1422,0.098320,0.92167897,0.001390,293595.13,293589.97,4215.55,3132.03,no,yes
1423,1.833632,0.06672421,0.025931,293355.41,293326.57,1227.66,984.01,no,yes
1424,2.242179,0.02496442,0.031709,293401.11,293347.69,2119.26,1087.95,yes,yes
1425,-1.387973,0.16516154,-0.019629,293394.36,293417.00,1021.90,1271.36,no,yes
1426,0.108608,0.91351470,0.001536,293568.66,293565.77,1370.98,2284.66,no,yes
1427,0.922617,0.35621809,0.013048,293350.06,293335.94,1088.25,1077.42,no,yes
1428,-0.871772,0.38334355,-0.012329,293435.87,293450.64,1089.25,1297.74,no,yes
1429,-0.048727,0.96113732,-0.000689,293235.48,293237.30,3011.17,2219.61,no,yes
1430,-0.841553,0.40005342,-0.011901,293327.36,293353.05,1179.30,2816.14,no,yes
1431,0.050165,0.95999165,0.000709,293320.16,293319.21,1304.48,1366.78,no,yes
1432,0.284568,0.77597792,0.004024,293370.17,293361.05,2213.28,2321.12,no,yes
1433,-0.129162,0.89723086,-0.001827,293793.80,293805.90,6563.51,6681.06,no,yes
1434,1.028721,0.30362503,0.014548,293531.20,293489.13,3372.47,2313.15,no,yes
1435,0.356537,0.72144270,0.005042,293344.86,293334.73,2232.44,1757.72,no,yes
1436,-0.279165,0.78012098,-0.003948,293351.86,293358.97,1809.00,1793.45,no,yes
1437,-0.567063,0.57067747,-0.008019,293331.09,293347.51,2067.98,2028.00,no,yes
1438,1.256577,0.20892165,0.017771,293380.61,293359.09,1273.17,1144.51,no,yes
1439,-0.258683,0.79588238,-0.003658,293228.66,293232.44,1076.88,989.82,no,yes
1440,0.737847,0.46061758,0.010435,293325.01,293306.74,2105.91,1301.89,no,yes
1441,1.998241,0.04570720,0.028259,293470.99,293429.67,1777.99,1055.43,yes,yes
1442,0.913860,0.36080220,0.012924,293535.95,293524.39,1006.99,765.19,no,yes
1443,-0.118505,0.90566911,-0.001676,293431.43,293434.81,1796.73,2217.21,no,yes
1444,0.804527,0.42110216,0.011378,293279.57,293268.75,977.25,923.96,no,yes
1445,0.323681,0.74618261,0.004578,361854.47,361846.93,1630.15,1665.10,no,yes
1446,-0.121708,0.90313152,-0.001721,293272.54,293276.44,2078.43,2440.30,no,yes
1447,0.045917,0.96337707,0.000649,293437.03,293434.91,3191.67,3320.54,no,yes
1448,-0.438380,0.66111552,-0.006200,293452.72,293467.25,2075.74,2581.51,no,yes
1449,0.972503,0.33081317,0.013753,293650.70,293597.20,4433.65,3258.18,no,yes
1450,0.078307,0.93758492,0.001107,293601.82,293600.24,1347.52,1509.83,no,yes
1451,0.788250,0.43055968,0.011148,293567.58,293553.31,1302.85,1258.19,no,yes
1452,0.947073,0.34361320,0.013394,293242.07,293229.21,1005.67,912.23,no,yes
1453,-0.233247,0.81557223,-0.003299,293479.17,293487.63,2558.49,2567.61,no,yes
1454,0.129399,0.89704359,0.001830,293605.89,293594.45,6192.86,6313.31,no,yes
1455,-0.118234,0.90588367,-0.001672,293488.45,293491.65,2013.36,1815.69,no,yes
1456,-0.352093,0.72477249,-0.004979,293448.77,293461.26,2073.64,2877.52,no,yes
1457,1.420633,0.15544267,0.020091,293594.53,293562.99,1913.74,1124.73,no,yes
1458,0.140942,0.88791710,0.001993,293568.64,293561.69,3487.12,3486.01,no,yes
1459,1.043407,0.29677318,0.014756,293603.04,293585.44,1333.46,1033.26,no,yes
1460,0.762355,0.44585756,0.010781,293449.53,293425.37,2471.20,1982.27,no,yes
1461,-0.348721,0.72730266,-0.004932,293325.00,293330.13,1049.69,1031.28,no,yes
1462,-0.140366,0.88837229,-0.001985,293324.61,293328.33,1828.56,1923.94,no,yes
1463,0.374652,0.70792329,0.005298,293687.77,293676.35,2104.91,2203.39,no,yes
1464,0.924150,0.35541938,0.013069,293223.37,293200.04,1886.15,1679.28,no,yes
1465,0.117461,0.90649630,0.001661,293671.87,293668.10,1946.23,2552.39,no,yes
1466,0.893324,0.37169619,0.012634,293251.42,293225.61,2432.08,1559.74,no,yes
1467,0.843373,0.39903045,0.011927,293290.89,293261.39,2677.16,2251.58,no,yes
1468,0.584519,0.55887944,0.008266,293219.94,293208.14,1741.29,1020.74,no,yes
1469,0.868419,0.38517721,0.012281,293303.63,293270.97,3134.22,2078.15,no,yes
1470,0.319527,0.74933022,0.004519,293680.44,293663.63,3751.76,3685.90,no,yes
1471,-0.432879,0.66510704,-0.006122,293576.64,293593.02,2727.62,2622.25,no,yes
1472,-0.329756,0.74158822,-0.004663,293336.45,293357.58,3947.49,5045.31,no,yes
1473,2.152567,0.03136552,0.030442,293678.20,293644.39,1250.60,949.79,yes,yes
1474,0.880399,0.37865406,0.012451,293572.26,293556.82,1311.17,1164.79,no,yes
1475,0.122715,0.90233366,0.001735,293627.93,293623.81,2467.10,2274.00,no,yes
1476,0.700459,0.48364915,0.009906,293457.52,293445.71,1218.16,1166.07,no,yes
1477,-0.232828,0.81589719,-0.003293,293449.20,293460.09,3003.38,3582.75,no,yes
1478,1.070016,0.28462684,0.015132,293518.30,293460.71,4450.07,3026.68,no,yes
1479,0.726546,0.46751362,0.010275,293276.42,293241.15,3906.87,2882.24,no,yes
1480,0.190164,0.84918242,0.002689,293362.43,293358.18,1742.43,1401.48,no,yes
1481,-0.253439,0.79993179,-0.003584,293479.53,293495.51,4100.88,4788.61,no,yes
1482,0.420827,0.67388577,0.005951,293564.82,293546.08,3302.61,2989.54,no,yes
1483,1.463827,0.14325747,0.020702,293588.83,293537.47,2691.72,2250.71,no,yes
1484,-0.160534,0.87246181,-0.002270,293462.23,293466.11,1608.03,1805.22,no,yes
1485,-0.150281,0.88054451,-0.002125,293508.81,293514.25,2468.20,2650.48,no,yes
1486,-0.305240,0.76018783,-0.004317,293198.68,293206.22,1188.68,2166.43,no,yes
1487,0.601740,0.54735501,0.008510,293359.98,293344.77,1348.35,2138.34,no,yes
1488,-0.219881,0.82596627,-0.003110,293267.21,293273.97,1711.58,2553.56,no,yes
1489,0.813409,0.41599416,0.011503,293564.73,293549.47,1497.82,1129.86,no,yes
1490,-0.963882,0.33511674,-0.013631,293241.94,293262.62,1500.76,1532.92,no,yes
1491,0.307006,0.75884183,0.004342,293501.51,293491.79,2122.91,2349.97,no,yes
1492,-1.441509,0.14945710,-0.020386,293225.84,293252.74,1197.89,1430.75,no,yes
1493,0.771487,0.44042771,0.010910,293615.44,293598.08,1699.93,1473.75,no,yes
1494,-0.113191,0.90988044,-0.001601,293600.89,293603.86,1728.65,1963.86,no,yes
1495,-0.041931,0.96655441,-0.000593,293593.61,293595.28,2620.10,3005.60,no,yes
1496,-0.762315,0.44588084,-0.010781,293558.25,293581.82,2061.62,2303.26,no,yes
1497,0.662818,0.50745506,0.009374,293520.16,293509.99,1155.52,1009.01,no,yes
1498,0.844035,0.39866022,0.011936,293556.50,293542.31,1138.33,1236.61,no,yes
1499,-0.102031,0.91873288,-0.001443,293201.58,293204.12,1648.83,1866.81,no,yes
1500,-0.202163,0.83979156,-0.002859,293499.98,293509.75,3076.97,3728.85,no,yes
1501,1.478298,0.13934397,0.020906,293432.65,293394.43,1907.38,1745.91,no,yes
1502,-0.450896,0.65207039,-0.006377,293383.87,293398.55,1789.35,2720.53,no,yes
1503,-0.732920,0.46361982,-0.010365,293442.01,293459.95,975.90,2244.44,no,yes
1504,0.052372,0.95823244,0.000741,293400.86,293398.95,2777.97,2383.15,no,yes
1505,0.722045,0.47027657,0.010211,293626.05,293600.93,2927.01,1882.23,no,yes
1506,0.502059,0.61563206,0.007100,293790.64,293773.73,2773.04,1913.12,no,yes
1507,-0.279942,0.77952504,-0.003959,293210.01,293218.60,1793.84,2490.55,no,yes
1508,1.009209,0.31288933,0.014272,293429.38,293384.25,3827.23,2312.74,no,yes
1509,-0.534974,0.59267409,-0.007566,293252.28,293272.66,2419.56,2941.91,no,yes
1510,-0.552216,0.58080946,-0.007810,293397.77,293413.04,1153.35,2513.57,no,yes
1511,0.841704,0.39996563,0.011903,293204.07,293183.94,2028.21,1267.91,no,yes
1512,-0.014926,0.98809135,-0.000211,293205.66,293206.13,2163.99,2234.61,no,yes
1513,0.653165,0.51365829,0.009237,294126.25,294107.47,1674.52,2336.25,no,yes
1514,0.820267,0.41207424,0.011600,293472.96,293459.03,1317.19,1070.74,no,yes
1515,0.121184,0.90354664,0.001714,293525.68,293518.95,4154.07,3688.22,no,yes
1516,1.501923,0.13313314,0.021240,293235.04,293213.83,1072.82,918.06,no,yes
1517,0.634103,0.52602110,0.008968,293702.84,293670.69,4017.86,3092.14,no,yes
1518,-0.125348,0.90024973,-0.001773,293467.44,293470.76,1188.07,2365.25,no,yes
1519,1.398954,0.16184283,0.019784,293358.07,293322.21,1958.72,1653.50,no,yes
1520,1.341748,0.17969601,0.018975,293781.98,293751.92,1907.02,1175.12,no,yes
1521,-0.558323,0.57663005,-0.007896,293208.96,293218.67,1178.63,1278.21,no,yes
1522,-0.179680,0.85740536,-0.002541,293571.94,293575.64,1597.31,1298.54,no,yes
1523,0.727427,0.46697316,0.010287,293305.69,293264.54,4167.88,3825.96,no,yes
1524,-0.132001,0.89498474,-0.001867,293298.10,293303.91,3209.47,3016.23,no,yes
1525,-0.243068,0.80795539,-0.003437,293397.41,293409.87,3488.87,3754.95,no,yes
1526,0.823328,0.41033146,0.011644,293261.53,293245.94,1463.32,1201.77,no,yes
1527,0.461612,0.64436500,0.006528,293207.22,293192.61,2369.96,2097.31,no,yes
1528,0.380177,0.70381825,0.005377,293403.92,293398.59,1050.21,926.22,no,yes
1529,-0.106026,0.91556302,-0.001499,293871.62,293875.59,2547.97,2742.59,no,yes
1530,0.865499,0.38677668,0.012240,293272.23,293249.05,2194.79,1533.87,no,yes
1531,-0.060017,0.95214249,-0.000849,299168.81,299169.76,1235.55,984.33,no,yes
1532,0.072306,0.94235935,0.001023,293780.30,293776.56,3704.06,3615.28,no,yes
1533,1.575578,0.11514495,0.022282,293205.99,293172.89,1889.38,918.12,no,yes
1534,-0.280319,0.77923587,-0.003964,293561.46,293565.06,962.28,854.36,no,yes
1535,0.763514,0.44516597,0.010798,293499.59,293451.46,4722.00,4175.42,no,yes
1536,-0.221081,0.82503174,-0.003127,293576.94,293590.28,3973.28,4542.11,no,yes
1537,-0.217700,0.82766524,-0.003079,293628.53,293638.92,3615.96,3112.61,no,yes
1538,0.718921,0.47219867,0.010167,293673.27,293633.43,4431.79,3328.31,no,yes
1539,-0.088913,0.92915199,-0.001257,313977.09,314063.54,68651.51,68839.05,no,yes
1540,-0.608603,0.54279553,-0.008607,293347.27,293371.01,2228.69,3201.46,no,yes
1541,-1.577668,0.11465939,-0.022312,293510.93,293538.79,1021.94,1440.33,no,yes
1542,0.000095,0.99992401,0.000001,294632.43,294632.43,1731.16,1831.30,no,yes
1543,0.207691,0.83547254,0.002937,293446.78,293442.14,1496.29,1660.88,no,yes
1544,-0.700003,0.48393406,-0.009900,293237.89,293274.74,3363.39,4049.91,no,yes
1545,0.343090,0.73153475,0.004852,293671.36,293651.54,4239.01,3924.48,no,yes
1546,1.183381,0.23667365,0.016736,293678.26,293616.85,4233.57,3001.32,no,yes
1547,-0.047116,0.96242109,-0.000666,293510.80,293513.41,3890.26,3933.75,no,yes
1548,0.707440,0.47930159,0.010005,293621.72,293602.70,1918.38,1882.95,no,yes
1549,-0.226904,0.82050081,-0.003209,293188.15,293191.27,1037.54,901.53,no,yes
1550,-0.084221,0.93288118,-0.001191,293635.90,293638.76,2472.62,2326.90,no,yes
1551,-1.479751,0.13895596,-0.020927,293230.63,293250.13,852.23,1005.13,no,yes
1552,0.360435,0.71852653,0.005097,293376.57,293366.27,2386.08,1574.10,no,yes
1553,1.606984,0.10807730,0.022726,293410.90,293368.59,2269.90,1333.90,no,yes
1554,0.526791,0.59834483,0.007450,293438.28,293418.70,2796.25,2446.56,no,yes
1555,1.451705,0.14660607,0.020530,293391.98,293300.78,5705.89,2629.26,no,yes
1556,-1.513188,0.13025220,-0.021400,293359.18,293432.60,2355.20,4241.70,no,yes
1557,0.383541,0.70132272,0.005424,293415.21,293404.19,1962.80,2100.58,no,yes
1558,1.020059,0.30771289,0.014426,293583.30,293566.00,1116.48,1276.40,no,yes
1559,0.769329,0.44170694,0.010880,293181.00,293169.85,972.89,1074.49,no,yes
1560,-0.457656,0.64720485,-0.006472,293373.96,293387.22,1861.87,2220.10,no,yes
1561,1.741385,0.08163943,0.024627,293205.46,293166.35,2081.32,844.45,no,yes
1562,0.561720,0.57431334,0.007944,293573.57,293566.21,898.15,953.24,no,yes
1563,-0.091333,0.92722880,-0.001292,293369.06,293370.83,1551.77,1152.66,no,yes
1564,0.725799,0.46797115,0.010264,293615.56,293597.96,1928.24,1472.51,no,yes
1565,-0.161349,0.87182010,-0.002282,293561.31,293563.75,1037.50,1102.52,no,yes
1566,1.664621,0.09600624,0.023541,293525.41,293487.44,1894.32,1271.38,no,yes
1567,0.667216,0.50464208,0.009436,293627.10,293607.69,2061.22,2053.61,no,yes
1568,-1.650862,0.09878481,-0.023347,293172.38,293209.55,1244.52,1876.72,no,yes
1569,0.150684,0.88022629,0.002131,293358.44,293354.02,2111.85,2034.97,no,yes
1570,1.122216,0.26178889,0.015871,293503.93,293446.28,4602.20,2281.16,no,yes
1571,0.770335,0.44111045,0.010894,293404.79,293381.45,2093.49,2191.52,no,yes
1572,-0.401915,0.68775127,-0.005684,293245.19,293254.59,1405.78,1867.92,no,yes
1573,0.469324,0.63884335,0.006637,293556.97,293550.67,1047.20,841.49,no,yes
1574,0.651825,0.51452261,0.009218,293701.12,293664.13,4733.25,3130.60,no,yes
1575,0.411980,0.68035827,0.005826,293324.74,293319.01,1056.44,905.16,no,yes
1576,-0.449795,0.65286342,-0.006361,293829.57,293836.74,1108.01,1144.93,no,yes
1577,-0.379433,0.70437048,-0.005366,293412.35,293417.53,968.32,963.32,no,yes
1578,0.367338,0.71337077,0.005195,293210.58,293205.51,990.53,960.44,no,yes
1579,0.501523,0.61600854,0.007093,293466.74,293443.96,3410.92,2999.36,no,yes
1580,-0.735643,0.46195679,-0.010404,293293.79,293304.71,1024.79,1074.39,no,yes
1581,0.441268,0.65902386,0.006240,293482.04,293466.20,2849.08,2181.98,no,yes
1582,0.383242,0.70154459,0.005420,293280.50,293260.41,3962.20,3432.80,no,yes
1583,-0.444297,0.65683339,-0.006283,293261.39,293276.48,2010.42,2738.48,no,yes
1584,0.697216,0.48567612,0.009860,293569.40,293532.88,4075.92,3290.37,no,yes
1585,0.609647,0.54210259,0.008622,293487.94,293465.34,2762.45,2472.37,no,yes
1586,0.645233,0.51878375,0.009125,293311.53,293302.16,1029.27,1024.48,no,yes
1587,1.109058,0.26741892,0.015684,293497.05,293473.31,1632.10,1385.84,no,yes
1588,-0.787369,0.43107610,-0.011135,293444.08,293461.43,1302.53,1776.97,no,yes
1589,0.090277,0.92806775,0.001277,293620.22,293617.29,2548.73,2004.54,no,yes
1590,-1.382895,0.16671732,-0.019557,293408.30,293444.27,1216.31,2298.77,no,yes
1591,1.036765,0.29985820,0.014662,293459.14,293439.78,1265.66,1373.69,no,yes
1592,0.912950,0.36128167,0.012911,293540.13,293519.19,1940.60,1224.01,no,yes
1593,0.074525,0.94059365,0.001054,293381.32,293375.90,5249.10,5025.16,no,yes
1594,-0.639337,0.52261083,-0.009042,293208.32,293221.04,1399.31,1414.35,no,yes
1595,0.669380,0.50326111,0.009466,293582.51,293571.06,1259.15,1159.18,no,yes
1596,-0.156338,0.87576804,-0.002211,293309.59,293316.01,2988.73,2817.08,no,yes
1597,0.959842,0.33714750,0.013574,293343.76,293304.02,3318.03,2475.83,no,yes
1598,-1.348843,0.17740538,-0.019076,293591.04,293633.44,1707.55,2638.72,no,yes
1599,-0.180429,0.85681782,-0.002552,293397.53,293402.14,1836.90,1775.29,no,yes
1600,-0.058676,0.95321093,-0.000830,293634.57,293637.62,3745.58,3618.22,no,yes
1601,-0.155599,0.87635098,-0.002200,293317.12,293320.13,1410.29,1320.53,no,yes
1602,0.482894,0.62917684,0.006829,293587.86,293573.73,2282.49,1832.10,no,yes
1603,0.005299,0.99577239,0.000075,293403.89,293403.76,1687.06,1899.18,no,yes
1604,1.583402,0.11335363,0.022393,293492.30,293448.21,2577.11,1054.91,no,yes
1605,0.492165,0.62260835,0.006960,293489.01,293482.56,969.93,882.06,no,yes
1606,1.260597,0.20747268,0.017828,293277.77,293225.54,3600.82,2048.87,no,yes
1607,0.086527,0.93104834,0.001224,293508.37,293503.67,3763.06,3921.00,no,yes
1608,0.025812,0.97940785,0.000365,293317.33,293316.55,2003.24,2250.58,no,yes
1609,1.246031,0.21276965,0.017622,293330.92,293270.52,4018.59,2711.60,no,yes
1610,-0.030979,0.97528667,-0.000438,293440.09,293440.63,1178.80,1300.70,no,yes
1611,0.365309,0.71488451,0.005166,293356.56,293344.08,2555.53,2264.74,no,yes
1612,0.034044,0.97284217,0.000481,293583.94,293583.06,1891.04,1731.51,no,yes
1613,1.902774,0.05708862,0.026909,293249.95,293202.72,2180.38,1186.13,no,yes
1614,-0.089182,0.92893835,-0.001261,293582.90,293585.03,1586.37,1780.33,no,yes
1615,0.662240,0.50782536,0.009365,293337.98,293307.95,3547.95,2822.58,no,yes
1616,-0.255423,0.79839887,-0.003612,293407.28,293410.97,887.94,1136.78,no,yes
1617,0.559464,0.57585129,0.007912,293449.66,293429.30,2730.57,2404.42,no,yes
1618,-0.396671,0.69161453,-0.005610,293414.41,293421.11,1099.32,1281.95,no,yes
1619,-0.044099,0.96482577,-0.000624,293645.47,293646.95,2407.91,2329.96,no,yes
1620,0.842373,0.39959091,0.011913,293542.40,293530.96,1140.07,738.44,no,yes
1621,0.126581,0.89927373,0.001790,293335.46,293331.55,2374.51,1985.54,no,yes
1622,-0.035639,0.97157019,-0.000504,293149.50,293150.45,1891.77,1876.72,no,yes
1623,-0.157079,0.87518410,-0.002221,293523.96,293530.03,2359.14,3061.96,no,yes
1624,0.418315,0.67572132,0.005916,293409.32,293400.50,1321.68,1642.88,no,yes
1625,-0.037091,0.97041318,-0.000525,293373.48,293374.71,2412.06,2263.59,no,yes
1626,-0.715210,0.47448787,-0.010115,293197.09,293208.32,1131.95,1087.20,no,yes
1627,1.122950,0.26147468,0.015881,293282.27,293233.60,3675.46,2297.23,no,yes
1628,1.275573,0.20212155,0.018039,293588.98,293569.40,1159.07,1006.53,no,yes
1629,0.078422,0.93749297,0.001109,293280.40,293275.74,4569.08,3801.28,no,yes
1630,0.293977,0.76877866,0.004157,293681.08,293663.97,4606.45,3552.78,no,yes
1631,-1.619127,0.10544593,-0.022898,293534.49,293580.87,894.99,2721.34,no,yes
1632,-0.834873,0.40379950,-0.011807,298532.54,298543.24,931.23,880.15,no,yes
1633,1.230778,0.21842101,0.017406,296387.34,296361.26,1639.55,1342.43,no,yes
1634,-1.100269,0.27122892,-0.015560,293383.88,293401.88,1035.56,1266.50,no,yes
1635,1.012983,0.31108137,0.014326,293423.70,293392.02,2497.98,1880.43,no,yes
1636,0.225910,0.82127403,0.003195,293307.73,293299.95,2386.78,2484.22,no,yes
1637,-0.043581,0.96523857,-0.000616,293242.55,293244.21,2894.08,2472.16,no,yes
1638,0.048451,0.96135758,0.000685,293438.91,293438.07,1175.67,1272.52,no,yes
1639,0.527851,0.59760842,0.007465,293233.65,293223.23,1358.08,1434.63,no,yes
1640,-1.372119,0.17004610,-0.019405,293488.33,293553.34,2301.31,4141.90,no,yes
1641,0.248852,0.80347761,0.003519,293222.66,293218.14,1207.20,1355.77,no,yes
1642,1.503758,0.13265944,0.021266,293393.38,293364.33,1377.10,1354.43,no,yes
1643,0.864218,0.38748152,0.012222,293361.49,293342.09,1956.26,1099.25,no,yes
1644,0.307050,0.75880830,0.004342,293221.60,293212.51,2066.79,2118.87,no,yes
1645,0.837558,0.40228969,0.011845,293597.59,293575.56,2066.24,1627.39,no,yes
1646,1.167958,0.24284029,0.016517,293281.30,293239.34,3036.94,1918.29,no,yes
1647,-0.531939,0.59477510,-0.007523,293389.11,293399.49,1090.55,1617.79,no,yes
1648,-0.089285,0.92885671,-0.001263,293458.21,293462.78,3393.91,3827.57,no,yes
1649,0.534402,0.59306930,0.007558,293376.19,293357.06,2625.97,2433.28,no,yes
1650,-0.895508,0.37052641,-0.012664,293379.20,293392.10,1015.66,1021.61,no,yes
1651,-1.043779,0.29660134,-0.014761,293321.38,293335.87,843.98,1102.44,no,yes
1652,1.040956,0.29790873,0.014721,293248.75,293225.27,1599.17,1590.83,no,yes
1653,1.476484,0.13982980,0.020881,307270.01,307247.88,1066.26,1052.94,no,yes
1654,-3.173394,0.00151007,-0.044879,293512.12,293581.29,845.80,2008.75,yes,yes
1655,0.206859,0.83612227,0.002925,293330.41,293325.18,1742.40,1832.29,no,yes
1656,0.134943,0.89265815,0.001908,293413.49,293411.55,1010.22,1023.19,no,yes
1657,-0.559159,0.57605985,-0.007908,293255.19,293267.57,1432.20,1688.26,no,yes
1658,-0.418480,0.67560046,-0.005918,293356.97,293362.97,1004.59,1021.97,no,yes
1659,0.066846,0.94670484,0.000945,293190.90,293189.79,1249.58,1081.49,no,yes
1660,0.812729,0.41638426,0.011494,293370.38,293325.96,4432.84,3197.86,no,yes
1661,-0.885663,0.37581090,-0.012525,293459.30,293508.50,3183.02,4552.85,no,yes
1662,1.091355,0.27513546,0.015434,293446.01,293417.70,2365.19,1067.01,no,yes
1663,-0.773476,0.43925063,-0.010939,293210.77,293224.48,1041.97,1433.86,no,yes
1664,1.387153,0.16541085,0.019617,293643.71,293620.71,1239.97,1100.59,no,yes
1665,0.117535,0.90643708,0.001662,293366.31,293363.75,1505.76,1582.33,no,yes
1666,0.540408,0.58892153,0.007643,293405.00,293398.05,928.23,889.63,no,yes
1667,-1.483970,0.13783330,-0.020987,303193.96,303215.73,931.25,1133.94,no,yes
1668,0.190904,0.84860300,0.002700,293532.83,293524.46,3196.29,2997.23,no,yes
1669,-0.214995,0.82977381,-0.003040,293243.35,293248.79,1926.12,1640.23,no,yes
1670,-0.449253,0.65325418,-0.006353,293403.85,293409.86,802.52,1070.44,no,yes
1671,0.176302,0.86005853,0.002493,293343.70,293340.73,1210.60,1165.60,no,yes
1672,1.155849,0.24775698,0.016346,293362.05,293341.03,1365.08,1201.82,no,yes
1673,-0.620486,0.53494553,-0.008775,293281.04,293296.42,1557.70,1927.20,no,yes
1674,0.645374,0.51869222,0.009127,293337.44,293328.97,976.49,876.89,no,yes
1675,-0.066916,0.94664947,-0.000946,293453.46,293454.66,1197.02,1339.93,no,yes
1676,-1.783611,0.07450530,-0.025224,293408.10,293442.33,993.26,1642.07,no,yes
1677,0.467618,0.64006318,0.006613,293341.62,293332.73,1129.35,1529.46,no,yes
1678,0.460527,0.64514292,0.006513,293374.17,293365.76,1350.50,1229.57,no,yes
1679,0.209883,0.83376103,0.002968,293446.73,293444.20,939.75,758.05,no,yes
1680,-0.395899,0.69218404,-0.005599,293429.46,293439.90,1682.88,2028.63,no,yes
1681,0.267738,0.78890345,0.003786,293461.49,293453.20,2190.67,2189.02,no,yes
1682,0.231183,0.81717464,0.003269,293477.07,293469.81,2258.20,2183.22,no,yes
1683,-0.674648,0.49990840,-0.009541,293233.77,293264.33,2541.11,3750.08,no,yes
1684,-1.241266,0.21452299,-0.017554,293558.81,293618.94,2925.78,3860.19,no,yes
1685,-0.050073,0.96006472,-0.000708,293584.22,293586.30,2829.41,3043.77,no,yes
